Player,team,opponent,proj_mins,conf,last_5_games,last_5_games_fouls,pos,stat,bet_side,stat_projection,line,odds,book,win_pct,expected_value,xAiScore,manualRtg,manualNotes,full_odds_meta_data,team_averages,minutes_injury_summary,minutes_confidence_justification,xAiContext,matched_sim_means,sim_source,game_time_cst,kenpom_player_url,etr_mins,etr_mins_diff,etr_proj,etr_proj_diff,rg_mins,rg_mins_diff,rg_proj,rg_proj_diff
Donovan Atwell,Texas Tech,Alabama,36.0,0.95,"[38, 36, 40, 33, 35]","[2.5, 2.3, 2.6, 2.1, 2.3]",GF,rebounds,under,4.3244,4.5,-150,fanatics,0.59,0.984,,,,fanatics 4.5 O +115; U -150 | sleeper 4.5 O +106; U -175,"Team REB: 37.30, Team AST: 16.07, Team 3PM: 11.47, Team STL: 5.93, Team BLK: 3.87, Team TO: 10.90",,,,4.32,interpolated_sim,2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=53696,35.0,-1.0,4.7,0.38,37.0,1.0,4.22,-0.1
Cooper Koch,Iowa,Florida,35.0,0.95,"[21, 39, 38, 27, 38]","[1.5, 2.7, 2.7, 1.9, 2.7]",F,points_rebounds_assists,over,14.3813,13.5,-118,splash_sports,0.53,0.9817,,,,splash_sports 13.5 O -118; U -118,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,"8.61,4.55,1.22","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56179,36.0,1.0,14.02,-0.36,34.0,-1.0,12.86,-1.52
Malik Reneau,Miami FL,Purdue,32.0,0.94,"[33, 25, 31, 32, 36]","[2.8, 2.1, 2.6, 2.7, 3.1]",C,turnovers,over,2.8499,2.5,-118,splash_sports,0.53,0.9797,,,,splash_sports 2.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,,,2.85,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52577,35.0,3.0,,,33.0,1.0,,
Motiejus Krivas,Arizona,Utah St.,25.0,0.98,"[25, 23, 27, 25, 22]","[2.7, 2.5, 2.9, 2.7, 2.4]",C,points_rebounds_assists,over,19.4761,18.5,-118,splash_sports,0.53,0.9796,,,,splash_sports 18.5 O -118; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",,,,"10.50,8.05,0.92","interpolated_sim,interpolated_sim,poisson_fallback",2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=55294,28.0,3.0,19.81,0.34,25.0,0.0,16.92,-2.56
Kael Combs,Iowa,Florida,28.0,0.95,"[20, 43, 25, 20, 30]","[1.2, 2.7, 1.6, 1.2, 1.9]",GF,turnovers,under,1.6083,1.5,-118,splash_sports,0.53,0.9795,,,,splash_sports 1.5 O -118; U -118,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,1.61,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54986,28.0,0.0,,,25.5,-2.5,,
Trent Perry,UCLA,Connecticut,36.0,0.96,"[29, 34, 30, 40, 37]","[1.6, 1.9, 1.6, 2.2, 2]",GF,points_rebounds_assists,over,20.4055,19.5,-118,splash_sports,0.53,0.979,,,,sleeper 19.5 O -135; U -120 | splash_sports 19.5 O -118; U -118,"Team REB: 32.30, Team AST: 16.00, Team 3PM: 7.87, Team STL: 6.40, Team BLK: 3.00, Team TO: 9.07",,"Extremely stable 34-40 range, 37 in UCF; core in all lineups",,"13.58,4.23,2.60","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=56393,36.0,0.0,20.01,-0.4,34.0,-2.0,18.37,-2.04
Malik Reneau,Miami FL,Purdue,32.0,0.94,"[33, 25, 31, 32, 36]","[2.8, 2.1, 2.6, 2.7, 3.1]",C,rebounds,under,7.2924,6.5,105,fanatics,0.48,0.9782,,,,caesars 6.5 O -130; U -103 | fanatics 6.5 O -140; U +105 | fanduel 6.5 O -138; U +104 | prophetx 6.5 O -137; U -114 | splash_sports 6.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,,,7.29,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52577,35.0,3.0,7.2,-0.1,33.0,1.0,7.03,-0.26
Bryce Hopkins,St. John's,Kansas,34.0,0.95,"[32, 27, 34, 39, 35]","[1.8, 1.5, 1.9, 2.1, 1.9]",FC,threes,under,0.94,0.5,150,fanatics,0.39,0.9766,,,,caesars 0.5 O -218; U -280 | fanatics 0.5 O -240; U +150 | prophetx 1.5 O -20000; U -20000,,,,,0.94,poisson_fallback,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=51699,35.0,1.0,0.96,0.02,34.0,0.0,0.94,0.0
Koa Peat,Arizona,Utah St.,29.0,0.92,"[35, 29, 26, 27, 28]","[2.8, 2.3, 2.1, 2.2, 2.2]",FC,points,over,14.1352,13.5,-110,fanatics,0.51,0.9741,,,,caesars 13.5 O -115; U -115 | fanatics 13.5 O -110; U -120 | fanduel 13.5 O -120; U -108 | prophetx 13.5 O -129; U -120 | splash_sports 13.5 O -118; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",Recovered from February leg injury; full minutes in first round,No recent issues; consistent high usage,,14.14,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=59288,28.0,-1.0,12.83,-1.3,28.0,-1.0,13.03,-1.11
Ivan Kharchenkov,Arizona,Utah St.,29.0,0.95,"[24, 29, 32, 36, 26]","[1.4, 1.7, 1.8, 2.1, 1.5]",F,threes,under,1.0705,0.5,155,fanatics,0.38,0.9736,,,,caesars 1.5 O -218; U -280 | fanatics 0.5 O -250; U +155 | prophetx 1.5 O +196; U -337,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",,,,1.07,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=59287,32.0,3.0,1.23,0.16,29.0,0.0,1.11,0.04
Boogie Fland,Florida,Iowa,31.0,0.95,"[29, 33, 35, 34, 25]","[2, 2.3, 2.4, 2.4, 1.8]",G,turnovers,under,1.6177,1.5,-118,splash_sports,0.53,0.9718,,,,splash_sports 1.5 O -118; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,1.62,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56216,33.0,2.0,,,31.25,0.25,,
Boogie Fland,Florida,Iowa,31.0,0.95,"[29, 33, 35, 34, 25]","[2, 2.3, 2.4, 2.4, 1.8]",G,points,under,10.9516,10.5,-105,fanatics,0.5,0.9706,,,,caesars 10.5 O -121; U -110 | fanatics 10.5 O -125; U -105 | fanduel 10.5 O -122; U -106 | prophetx 10.5 O -130; U -119 | splash_sports 10.5 O -118; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,10.95,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56216,33.0,2.0,11.54,0.59,31.25,0.25,11.07,0.12
Rueben Chinyelu,Florida,Iowa,26.0,0.95,"[31, 26, 25, 30, 20]","[3.6, 3.1, 2.9, 3.5, 2.4]",C,turnovers,under,1.6137,1.5,-118,splash_sports,0.53,0.9701,,,,splash_sports 1.5 O -118; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,1.61,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54976,28.0,2.0,,,26.25,0.25,,
Trent Perry,UCLA,Connecticut,36.0,0.96,"[29, 34, 30, 40, 37]","[1.6, 1.9, 1.6, 2.2, 2]",GF,points,under,13.5815,13.5,-118,splash_sports,0.53,0.9701,,,,caesars 12.5 O -130; U -103 | fanatics 12.5 O -130; U +100 | fanduel 12.5 O -130; U +100 | prophetx 12.5 O -163; U -131 | sleeper 13.5 O -114; U -145 | splash_sports 13.5 O -118; U -118,"Team REB: 32.30, Team AST: 16.00, Team 3PM: 7.87, Team STL: 6.40, Team BLK: 3.00, Team TO: 9.07",,"Extremely stable 34-40 range, 37 in UCF; core in all lineups",,13.58,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=56393,36.0,0.0,13.32,-0.26,34.0,-2.0,12.54,-1.04
Aiden Sherrell,Alabama,Texas Tech,32.0,0.95,"[33, 27, 23, 31, 30]","[2.8, 2.3, 2, 2.6, 2.6]",C,points,over,14.2385,13.5,-118,splash_sports,0.52,0.9687,,,,fanatics 13.5 O -120; U -110 | sleeper 13.5 O -128; U -128 | splash_sports 13.5 O -118; U -118,"Team REB: 40.73, Team AST: 16.33, Team 3PM: 12.97, Team STL: 6.50, Team BLK: 5.07, Team TO: 10.00",,,,14.24,interpolated_sim,2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=56025,30.0,-2.0,12.08,-2.16,31.0,-1.0,12.92,-1.32
Kael Combs,Iowa,Florida,28.0,0.95,"[20, 43, 25, 20, 30]","[1.2, 2.7, 1.6, 1.2, 1.9]",GF,points_rebounds_assists,over,12.1901,11.5,-118,splash_sports,0.52,0.9676,,,,splash_sports 11.5 O -118; U -118,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,"6.82,3.28,2.09","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54986,28.0,0.0,11.07,-1.12,25.5,-2.5,10.73,-1.46
Trey Kaufman-Renn,Purdue,Miami FL,28.0,0.9,"[29, 30, 26, 28, 25]","[2.3, 2.4, 2.1, 2.2, 2]",C,rebounds,over,9.0826,8.5,-108,fanduel,0.5,0.9662,,,,caesars 8.5 O -118; U -113 | fanatics 8.5 O -115; U -115 | fanduel 8.5 O -108; U -122 | prophetx 8.5 O -163; U -151 | splash_sports 8.5 O -118; U -118,"Team REB: 35.60, Team AST: 19.67, Team 3PM: 9.40, Team STL: 5.67, Team BLK: 2.67, Team TO: 9.17",Shoulder scare in Big Ten final but fully progressed and available,,,9.08,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=51194,32.0,4.0,9.53,0.44,30.0,2.0,8.34,-0.74
Alex Karaban,Connecticut,UCLA,36.0,0.95,"[40, 30, 35, 37, 38]","[2.4, 1.8, 2.1, 2.2, 2.3]",F,rebounds,under,5.7549,5.5,-118,splash_sports,0.52,0.9661,,,,sleeper 5.5 O -120; U -137 | splash_sports 5.5 O -118; U -118,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",,,,5.75,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=52265,38.0,2.0,6.12,0.37,37.0,1.0,5.16,-0.59
Milan Momcilovic,Iowa St.,Kentucky,36.0,0.95,"[36, 31, 31, 36, 35]","[1.9, 1.6, 1.6, 1.9, 1.8]",F,points_rebounds_assists,under,21.5349,21.5,-118,splash_sports,0.52,0.9655,,,,sleeper 21.5 O -133; U -123 | splash_sports 21.5 O -118; U -118,"Team REB: 35.60, Team AST: 17.40, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.87, Team TO: 10.37",,,,"15.82,4.48,1.23","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=54466,37.0,1.0,24.77,3.23,36.0,0.0,23.03,1.5
Mason Falslev,Utah St.,Arizona,34.0,0.97,"[35, 34, 31, 31, 35]","[2.3, 2.2, 2, 2, 2.3]",F,points,under,14.7926,14.5,-114,caesars,0.51,0.9647,,,,caesars 14.5 O -117; U -114 | fanatics 14.5 O -115; U -115 | fanduel 14.5 O -108; U -120 | prophetx 14.5 O -121; U -129 | splash_sports 14.5 O -118; U -118,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",,,,14.79,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=53101,35.0,1.0,14.2,-0.59,34.5,0.5,14.8,0.01
Drake Allen,Utah St.,Arizona,33.0,0.95,"[37, 30, 31, 30, 33]","[3.5, 2.8, 2.9, 2.8, 3.1]",G,threes,over,1.1362,0.5,-197,caesars,0.64,0.9625,,,,caesars 0.5 O -197; U NA,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",,,,1.14,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=53191,33.0,0.0,0.99,-0.15,33.5,0.5,1.21,0.07
Bennett Stirtz,Iowa,Florida,40.0,1.0,"[40, 45, 39, 39, 40]","[2.2, 2.5, 2.1, 2.1, 2.2]",G,points_rebounds_assists,under,26.5533,26.5,-118,splash_sports,0.52,0.9618,,,,splash_sports 26.5 O -118; U -118,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,"19.28,3.35,3.92","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56549,39.0,-1.0,26.22,-0.34,39.5,-0.5,26.41,-0.14
Denzel Aberdeen,Kentucky,Iowa St.,37.0,0.98,"[36, 37, 34, 35, 38]","[2.2, 2.3, 2.1, 2.2, 2.4]",G,turnovers,over,1.7722,1.5,-118,splash_sports,0.52,0.9616,,,,splash_sports 1.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",,,,1.77,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=52525,35.0,-2.0,,,35.0,-2.0,,
Mason Falslev,Utah St.,Arizona,34.0,0.97,"[35, 34, 31, 31, 35]","[2.3, 2.2, 2, 2, 2.3]",F,points_rebounds_assists,under,24.5933,24.5,-118,splash_sports,0.52,0.9616,,,,splash_sports 24.5 O -118; U -118,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",,,,"14.79,7.13,2.67","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=53101,35.0,1.0,23.61,-0.99,34.5,0.5,24.76,0.17
Shelton Henderson,Miami FL,Purdue,35.0,0.98,"[36, 33, 31, 32, 37]","[2.4, 2.2, 2.1, 2.2, 2.5]",F,points,over,13.0168,12.5,-112,caesars,0.51,0.9616,,,,caesars 12.5 O -112; U -120 | fanatics 12.5 O -115; U -115 | fanduel 12.5 O -114; U -114 | prophetx 12.5 O -116; U -133 | splash_sports 12.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,,,13.02,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=58422,33.0,-2.0,11.4,-1.62,33.0,-2.0,11.48,-1.54
Denzel Aberdeen,Kentucky,Iowa St.,37.0,0.98,"[36, 37, 34, 35, 38]","[2.2, 2.3, 2.1, 2.2, 2.4]",G,threes,under,1.9414,1.5,115,fanatics,0.45,0.9612,,,,fanatics 1.5 O -150; U +115,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",,,,1.94,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=52525,35.0,-2.0,1.84,-0.1,35.0,-2.0,1.92,-0.02
Brayden Burries,Arizona,Utah St.,30.0,0.95,"[33, 33, 19, 33, 28]","[2.3, 2.3, 1.3, 2.3, 2]",F,steals,under,1.3417,1.5,-180,fanatics,0.62,0.9606,,,,fanatics 1.5 O +140; U -180,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",,,,1.34,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=59285,33.0,3.0,1.5,0.16,32.0,2.0,1.57,0.23
Motiejus Krivas,Arizona,Utah St.,25.0,0.98,"[25, 23, 27, 25, 22]","[2.7, 2.5, 2.9, 2.7, 2.4]",C,points_rebounds,under,18.5516,18.5,-122,fanduel,0.53,0.9597,,,,fanduel 18.5 O -104; U -122,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",,,,"10.50,8.05","interpolated_sim,interpolated_sim",2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=55294,28.0,3.0,18.87,0.32,25.0,0.0,16.15,-2.4
Donovan Dent,UCLA,Connecticut,36.0,0.92,"[34, 39, 38, 10, 40]","[1.7, 2, 1.9, 0.5, 2]",G,points_rebounds_assists,under,24.5774,24.5,-118,splash_sports,0.52,0.9585,,,,sleeper 24.5 O -123; U -133 | splash_sports 24.5 O -118; U -118,"Team REB: 32.30, Team AST: 16.00, Team 3PM: 7.87, Team STL: 6.40, Team BLK: 3.00, Team TO: 9.07",Recovered from prior calf strain; full participation in UCF game (40 min),"High recent usage (38-40 min), key PG in all top lineups, sustainable in close tournament game",,"15.11,3.62,5.85","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=52830,39.0,3.0,23.38,-1.2,38.0,2.0,23.43,-1.15
Kael Combs,Iowa,Florida,28.0,0.95,"[20, 43, 25, 20, 30]","[1.2, 2.7, 1.6, 1.2, 1.9]",GF,points,under,6.8224,6.5,-115,fanatics,0.51,0.9579,,,,caesars 6.5 O -115; U -117 | fanatics 6.5 O -115; U -115 | prophetx 6.5 O -153; U -161 | splash_sports 6.5 O -118; U -118,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,6.82,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54986,28.0,0.0,6.19,-0.63,25.5,-2.5,5.98,-0.84
Oziyah Sellers,St. John's,Kansas,29.0,0.95,"[32, 32, 16, 19, 25]","[2.2, 2.2, 1.1, 1.3, 1.8]",GF,rebounds,over,2.9789,2.5,-118,splash_sports,0.52,0.9576,,,,sleeper 2.5 O -149; U -110 | splash_sports 2.5 O -118; U -118,,Minor hip tweak in Big East semifinal (Mar 13) but returned and played full role since,"Recent minutes: 32 (vs Providence), 25 (vs UNI); averaging 29.6 MPG pre-tournament; top lineup player & coach praise (Pitino: 'lock NBA player')",,2.98,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=53085,25.0,-4.0,2.99,0.01,24.0,-5.0,2.37,-0.61
Flory Bidunga,Kansas,St. John's,32.0,0.95,"[37, 26, 27, 31, 30]","[2.7, 1.9, 2, 2.2, 2.2]",C,rebounds,under,9.1044,8.5,-108,fanduel,0.5,0.9553,,,,caesars 8.5 O -117; U -115 | fanatics 8.5 O -115; U -115 | fanduel 8.5 O -122; U -108 | prophetx 8.5 O -155; U -159 | sleeper 8.5 O -135; U -120 | splash_sports 8.5 O -118; U -118,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73",,,,9.10,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=56053,32.0,0.0,8.65,-0.45,32.0,0.0,9.04,-0.06
Josiah Moseley,Texas Tech,Alabama,22.0,0.9,"[21, 22, 15, 18, 25]","[1.9, 2, 1.4, 1.6, 2.2]",FC,blocks,under,1.2268,1.5,-225,fanatics,0.66,0.955,,,,fanatics 1.5 O +165; U -225,"Team REB: 37.30, Team AST: 16.07, Team 3PM: 11.47, Team STL: 5.93, Team BLK: 3.87, Team TO: 10.90",,,,1.23,interpolated_sim,2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=56172,19.0,-3.0,1.0,-0.22,21.0,-1.0,1.3,0.07
J.P. Estrella,Tennessee,Virginia,25.0,0.88,"[27, 23, 16, 20, 29]","[3.2, 2.7, 1.9, 2.4, 3.4]",C,points_rebounds,under,18.6629,18.5,-120,fanduel,0.52,0.9542,,,,fanduel 18.5 O -108; U -120,"Team REB: 42.67, Team AST: 17.20, Team 3PM: 6.67, Team STL: 7.63, Team BLK: 3.43, Team TO: 11.97",History of left foot surgery/soreness (Feb 2026 managed),Recent full minutes despite history,,"11.35,7.32","interpolated_sim,interpolated_sim",2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=54830,26.0,1.0,17.83,-0.83,23.0,-2.0,16.89,-1.77
Cam Manyawu,Iowa,Florida,22.0,0.95,"[28, 15, 26, 22, 23]","[3.5, 1.9, 3.2, 2.8, 2.9]",C,points_rebounds_assists,over,15.2102,14.5,-118,splash_sports,0.52,0.9533,,,,splash_sports 14.5 O -118; U -118,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,"7.75,6.37,1.09","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54984,23.0,1.0,14.08,-1.13,23.0,1.0,12.87,-2.34
Bennett Stirtz,Iowa,Florida,40.0,1.0,"[40, 45, 39, 39, 40]","[2.2, 2.5, 2.1, 2.1, 2.2]",G,threes,under,2.4213,2.5,-150,fanatics,0.57,0.953,,,,caesars 2.5 O +114; U -152 | fanatics 2.5 O +115; U -150 | prophetx 2.5 O +109; U -171,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,2.42,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56549,39.0,-1.0,2.39,-0.03,39.5,-0.5,1.93,-0.49
Xaivian Lee,Florida,Iowa,30.0,0.95,"[25, 31, 31, 30, 23]","[1.7, 2.1, 2.1, 2, 1.6]",G,steals,under,1.1628,1.5,-250,fanatics,0.68,0.9512,,,,fanatics 1.5 O +185; U -250,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,1.16,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=53977,31.0,1.0,1.16,-0.0,29.25,-0.75,1.1,-0.06
Flory Bidunga,Kansas,St. John's,32.0,0.95,"[37, 26, 27, 31, 30]","[2.7, 1.9, 2, 2.2, 2.2]",C,turnovers,under,1.6501,1.5,-118,splash_sports,0.51,0.9505,,,,splash_sports 1.5 O -118; U -118,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73",,,,1.65,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=56053,32.0,0.0,,,32.0,0.0,,
Jaden Bradley,Arizona,Utah St.,32.0,0.88,"[35, 31, 31, 34, 23]","[2.2, 1.9, 1.9, 2.1, 1.4]",G,points_assists,under,18.554,18.5,-122,fanduel,0.52,0.9495,,,,fanduel 18.5 O -104; U -122,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",Tweaked left wrist/finger in Big 12 final but returned to game and practicing normally,Healthy now but slight uncertainty post-injury; blowout limited last game's minutes,,"14.29,4.26","interpolated_sim,interpolated_sim",2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=52396,32.0,0.0,17.76,-0.8,32.0,0.0,16.54,-2.01
Malik Reneau,Miami FL,Purdue,32.0,0.94,"[33, 25, 31, 32, 36]","[2.8, 2.1, 2.6, 2.7, 3.1]",C,threes,under,0.8849,0.5,130,fanatics,0.41,0.9494,,,,fanatics 0.5 O -190; U +130,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,,,0.88,poisson_fallback,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52577,35.0,3.0,0.87,-0.01,33.0,1.0,0.97,0.09
Trent Perry,UCLA,Connecticut,36.0,0.96,"[29, 34, 30, 40, 37]","[1.6, 1.9, 1.6, 2.2, 2]",GF,turnovers,over,1.7572,1.5,-118,splash_sports,0.51,0.9485,,,,splash_sports 1.5 O -118; U -118,"Team REB: 32.30, Team AST: 16.00, Team 3PM: 7.87, Team STL: 6.40, Team BLK: 3.00, Team TO: 9.07",,"Extremely stable 34-40 range, 37 in UCF; core in all lineups",,1.76,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=56393,36.0,0.0,,,34.0,-2.0,,
Alvaro Folgueiras,Iowa,Florida,22.0,0.95,"[22, 30, 18, 23, 20]","[2.1, 2.9, 1.8, 2.2, 2]",C,points,under,8.7836,8.5,-118,splash_sports,0.51,0.9481,,,,splash_sports 8.5 O -118; U -118,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,8.78,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54747,20.0,-2.0,6.93,-1.86,22.0,0.0,8.35,-0.43
Koa Peat,Arizona,Utah St.,29.0,0.92,"[35, 29, 26, 27, 28]","[2.8, 2.3, 2.1, 2.2, 2.2]",FC,points_rebounds,under,19.8452,19.5,-115,fanduel,0.51,0.947,,,,fanduel 19.5 O -111; U -115,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",Recovered from February leg injury; full minutes in first round,No recent issues; consistent high usage,,"14.14,5.71","interpolated_sim,interpolated_sim",2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=59288,28.0,-1.0,18.02,-1.83,28.0,-1.0,18.2,-1.65
J.P. Estrella,Tennessee,Virginia,25.0,0.88,"[27, 23, 16, 20, 29]","[3.2, 2.7, 1.9, 2.4, 3.4]",C,points_rebounds_assists,under,19.7853,19.5,-118,splash_sports,0.51,0.9463,,,,splash_sports 19.5 O -118; U -118,"Team REB: 42.67, Team AST: 17.20, Team 3PM: 6.67, Team STL: 7.63, Team BLK: 3.43, Team TO: 11.97",History of left foot surgery/soreness (Feb 2026 managed),Recent full minutes despite history,,"11.35,7.32,1.12","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=54830,26.0,1.0,18.9,-0.88,23.0,-2.0,17.77,-2.02
Collin Chandler,Kentucky,Iowa St.,34.0,0.9,"[35, 30, 33, 28, 42]","[2.8, 2.4, 2.6, 2.2, 3.4]",GF,threes,under,2.32,2.5,-175,fanatics,0.6,0.9448,,,,fanatics 2.5 O +125; U -175,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",,,,2.32,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=56073,34.0,0.0,2.42,0.1,33.0,-1.0,2.56,0.24
